firstname,obs,pcthispanic,pctwhite,pctblack,pctapi,pctaian,pct2prace,
AARON,3646,2.88,91.607,3.264,2.057,0.055,0.137,
ABBAS,59,0,71.186,3.39,25.424,0,0,
ABBEY,57,0,96.491,3.509,0,0,0,
ABBIE,74,1.351,95.946,2.703,0,0,0,
ABBY,262,1.527,94.656,1.527,2.29,0,0,
ABDUL,221,0.452,44.344,6.787,47.511,0.452,0.452,
ABDULLAH,44,2.273,65.909,9.091,22.727,0,0,
ABE,31,6.452,77.419,12.903,3.226,0,0,
ABEL,327,82.569,12.844,2.141,2.446,0,0,
ABELARDO,76,78.947,9.211,0,11.842,0,0,
ABHIJIT,34,0,17.647,0,82.353,0,0,
ABHISHEK,18,0,0,0,100,0,0,
ABIGAIL,418,12.201,81.579,1.435,4.785,0,0,
ABNER,41,39.024,34.146,12.195,14.634,0,0,
ABRAHAM,413,30.751,47.7,7.748,12.349,1.453,0,
ABRAM,43,9.302,81.395,6.977,2.326,0,0,
ADA,199,30.653,53.266,7.035,8.543,0.503,0,
ADALBERTO,69,94.203,5.797,0,0,0,0,
ADAM,4725,1.989,96.148,0.635,1.016,0.085,0.127,
ADAN,146,91.781,5.479,2.055,0.685,0,0,
ADDIE,49,2.041,67.347,26.531,2.041,2.041,0,
ADEL,77,9.091,71.429,5.195,14.286,0,0,
ADELA,122,63.115,28.689,0,8.197,0,0,
ADELAIDA,44,52.273,13.636,0,34.091,0,0,
ADELAIDE,41,12.195,75.61,12.195,0,0,0,
ADELE,193,0.518,93.782,2.591,2.591,0,0.518,
ADELINA,62,62.903,25.806,1.613,8.065,1.613,0,
ADELINE,66,10.606,65.152,7.576,15.152,0,1.515,
ADINA,55,3.636,89.091,5.455,1.818,0,0,
ADMIR,15,0,100,0,0,0,0,
ADNAN,66,0,66.667,1.515,30.303,1.515,0,
ADOLFO,179,87.151,10.056,0.559,2.235,0,0,
ADOLPH,44,11.364,72.727,15.909,0,0,0,
ADRIA,40,10,90,0,0,0,0,
ADRIAN,865,36.301,49.249,11.098,2.659,0.347,0.347,
ADRIANA,489,62.372,35.992,0.818,0.613,0.204,0,
ADRIANE,58,6.897,75.862,15.517,1.724,0,0,
ADRIANNA,30,43.333,50,3.333,3.333,0,0,
ADRIANNE,95,3.158,89.474,6.316,1.053,0,0,
ADRIENNE,644,2.019,83.385,12.733,1.553,0.155,0.155,
AFSHIN,37,0,83.784,0,13.514,0,2.703,
AGATA,48,2.083,97.917,0,0,0,0,
AGATHA,36,2.778,61.111,16.667,16.667,2.778,0,
AGNES,352,3.125,67.898,10.795,17.614,0.568,0,
AGNIESZKA,104,1.923,96.154,0.962,0.962,0,0,
AGUSTIN,239,89.958,5.858,0.418,3.766,0,0,
AHMAD,163,0.613,67.485,3.681,26.38,1.227,0.613,
AHMED,176,1.136,65.341,8.523,22.727,0,2.273,
AHMET,32,6.25,90.625,0,3.125,0,0,
AI,31,3.226,9.677,0,87.097,0,0,
AIDA,214,45.794,37.85,0.935,15.421,0,0,
AILEEN,186,9.14,65.591,2.151,22.581,0,0.538,
AIMEE,611,2.782,93.453,0.327,3.11,0.164,0.164,
AISHA,72,5.556,25,59.722,9.722,0,0,
AJAY,154,0.649,25.325,0.649,70.779,1.948,0.649,
AJIT,68,1.471,20.588,0,77.941,0,0,
AKBAR,31,0,48.387,0,51.613,0,0,
AKIKO,33,3.03,27.273,3.03,66.667,0,0,
AL,92,5.435,73.913,10.87,8.696,1.087,0,
ALAIN,114,14.035,66.667,10.526,7.895,0,0.877,
ALAINA,55,1.818,94.545,1.818,1.818,0,0,
ALAN,4795,1.502,92.471,1.064,4.797,0.104,0.063,
ALANA,153,5.229,84.967,8.497,1.307,0,0,
ALANE,22,0,100,0,0,0,0,
ALANNA,53,0,96.226,0,1.887,1.887,0,
ALASTAIR,18,0,100,0,0,0,0,
ALBA,113,82.301,16.814,0,0.885,0,0,
ALBERT,2425,9.526,75.093,7.464,7.546,0.206,0.165,
ALBERTA,132,7.576,62.879,27.273,2.273,0,0,
ALBERTO,674,81.306,11.128,0.445,6.825,0.297,0,
ALDEN,38,7.895,78.947,2.632,10.526,0,0,
ALDO,114,58.772,37.719,0,3.509,0,0,
ALEC,109,0,89.908,1.835,8.257,0,0,
ALECIA,89,2.247,78.652,16.854,0,2.247,0,
ALEJANDRA,183,87.978,8.743,0,3.279,0,0,
ALEJANDRO,821,90.134,6.943,0.122,2.801,0,0,
ALEKSANDAR,30,0,100,0,0,0,0,
ALEKSANDER,33,0,96.97,0,0,0,3.03,
ALEKSANDR,185,0.541,98.378,0,1.081,0,0,
ALEKSANDRA,47,0,100,0,0,0,0,
ALEKSEY,53,0,96.226,0,3.774,0,0,
ALEN,31,3.226,90.323,0,6.452,0,0,
ALENA,58,1.724,86.207,8.621,3.448,0,0,
ALENE,31,0,87.097,6.452,3.226,0,3.226,
ALESHA,36,2.778,80.556,16.667,0,0,0,
ALESIA,49,6.122,61.224,32.653,0,0,0,
ALESSANDRA,34,8.824,91.176,0,0,0,0,
ALESSANDRO,46,4.348,89.13,2.174,4.348,0,0,
ALETA,49,2.041,89.796,8.163,0,0,0,
ALEX,1371,18.964,64.406,3.136,12.983,0.219,0.292,
ALEXA,78,2.564,94.872,2.564,0,0,0,
ALEXANDER,2247,8.678,81.531,2.759,6.631,0.134,0.267,
ALEXANDR,18,0,100,0,0,0,0,
ALEXANDRA,504,10.714,85.516,1.19,1.984,0.198,0.397,
ALEXANDRE,80,10,83.75,2.5,3.75,0,0,
ALEXANDRIA,92,7.609,84.783,2.174,4.348,1.087,0,
ALEXANDRU,31,6.452,93.548,0,0,0,0,
ALEXEI,30,0,100,0,0,0,0,
ALEXEY,21,0,100,0,0,0,0,
ALEXIA,38,0,86.842,10.526,2.632,0,0,
ALEXIS,452,14.159,77.655,5.088,2.876,0,0.221,
ALF,15,0,100,0,0,0,0,
ALFONSO,482,78.216,13.071,3.942,4.564,0,0.207,
ALFRED,1237,10.186,75.829,9.054,4.689,0.081,0.162,
ALFREDA,35,2.857,22.857,71.429,2.857,0,0,
ALFREDO,687,80.64,10.771,0.728,7.86,0,0,
ALI,514,1.946,72.763,4.28,19.455,0.973,0.584,
ALIA,30,6.667,73.333,3.333,16.667,0,0,
ALICE,1923,4.888,80.135,6.292,8.164,0.208,0.312,
ALICIA,1719,24.375,66.667,5.934,2.734,0.116,0.175,
ALICJA,31,0,100,0,0,0,0,
ALIDA,34,23.529,73.529,2.941,0,0,0,
ALINA,137,21.168,72.993,2.19,3.65,0,0,
ALINE,58,1.724,81.034,10.345,6.897,0,0,
ALIREZA,73,1.37,93.151,0,5.479,0,0,
ALISA,338,2.071,86.686,7.396,3.846,0,0,
ALISHA,213,3.286,84.977,10.329,0.469,0.469,0.469,
ALISON,1403,0.784,96.294,1.283,1.568,0,0.071,
ALISSA,224,1.339,95.536,1.786,0.893,0.446,0,
ALISTAIR,26,0,100,0,0,0,0,
ALIX,37,5.405,75.676,13.514,2.703,0,2.703,
ALIZA,33,6.061,81.818,9.091,0,3.03,0,
ALKA,36,0,16.667,0,80.556,2.778,0,
ALLA,126,0.794,99.206,0,0,0,0,
ALLAN,1113,2.066,88.23,1.887,7.457,0.09,0.27,
ALLEN,1912,1.046,88.755,4.498,5.178,0.052,0.471,
ALLENE,31,0,70.968,22.581,6.452,0,0,
ALLISON,1774,0.62,95.378,1.917,1.917,0,0.169,
ALLYN,57,5.263,91.228,3.509,0,0,0,
ALLYSON,255,0,96.078,3.137,0.784,0,0,
ALMA,611,56.137,31.588,7.201,5.074,0,0,
ALOK,36,0,22.222,2.778,72.222,2.778,0,
ALON,33,0,90.909,3.03,6.061,0,0,
ALONSO,51,82.353,13.725,1.961,1.961,0,0,
ALONZO,81,18.519,34.568,44.444,2.469,0,0,
ALPHONSE,49,2.041,83.673,14.286,0,0,0,
ALPHONSO,56,7.143,14.286,76.786,1.786,0,0,
ALTA,47,0,91.489,6.383,2.128,0,0,
ALTAGRACIA,43,90.698,6.977,0,2.326,0,0,
ALTHEA,77,2.597,41.558,50.649,5.195,0,0,
ALTON,127,0.787,74.016,22.047,2.362,0.787,0,
ALVA,71,25.352,53.521,15.493,5.634,0,0,
ALVARO,272,87.132,12.5,0,0.368,0,0,
ALVIN,595,3.866,62.353,21.008,12.773,0,0,
ALYCE,103,1.942,90.291,6.796,0.971,0,0,
ALYCIA,51,3.922,88.235,7.843,0,0,0,
ALYSE,25,0,100,0,0,0,0,
ALYSIA,33,0,100,0,0,0,0,
ALYSON,193,1.036,96.373,1.554,1.036,0,0,
ALYSSA,321,4.673,91.9,0.312,2.804,0,0.312,
AMADO,64,68.75,4.688,0,26.563,0,0,
AMADOR,35,80,5.714,0,14.286,0,0,
AMAL,52,0,67.308,7.692,25,0,0,
AMALIA,111,57.658,34.234,0,7.207,0.901,0,
AMANDA,4395,3.14,94.312,1.206,0.933,0.205,0.205,
AMAR,43,2.326,46.512,2.326,48.837,0,0,
AMARJIT,45,2.222,15.556,0,82.222,0,0,
AMBER,1557,1.863,95.055,1.991,0.771,0.193,0.128,
AMELIA,439,22.096,61.731,5.467,10.706,0,0,
AMER,33,0,66.667,0,33.333,0,0,
AMI,115,0.87,81.739,4.348,13.043,0,0,
AMIE,220,1.364,92.727,3.636,2.273,0,0,
AMIN,52,5.769,59.615,7.692,25,1.923,0,
AMINA,30,0,46.667,26.667,26.667,0,0,
AMIR,209,1.914,75.598,2.392,18.182,0.478,1.435,
AMIT,233,0,24.893,0.429,73.82,0.858,0,
AMITA,46,0,26.087,0,67.391,6.522,0,
AMOS,103,7.767,65.049,22.33,4.854,0,0,
AMPARO,87,86.207,8.046,0,5.747,0,0,
AMY,9775,0.992,95.56,0.358,2.844,0.143,0.102,
AN,111,0,3.604,0,96.396,0,0,
ANA,1656,73.249,23.43,0.906,2.295,0,0.121,
ANABEL,49,83.673,12.245,0,4.082,0,0,
ANAND,137,0.73,21.898,0,74.453,2.92,0,
ANASTASIA,157,0.637,94.904,2.548,1.274,0,0.637,
ANATOLIY,84,0,100,0,0,0,0,
ANATOLY,42,0,97.619,0,2.381,0,0,
ANCA,19,0,100,0,0,0,0,
ANDERS,53,0,98.113,0,1.887,0,0,
ANDERSON,47,19.149,31.915,34.043,14.894,0,0,
ANDRA,68,0,89.706,8.824,0,1.471,0,
ANDRE,599,5.509,56.928,33.723,3.339,0.167,0.334,
ANDREA,4215,4.27,89.751,4.911,0.807,0.214,0.047,
ANDREAS,164,0.61,95.732,1.829,1.829,0,0,
ANDREI,78,2.564,92.308,2.564,2.564,0,0,
ANDRES,482,83.817,12.656,0.415,2.905,0.207,0,
ANDREW,10945,1.882,93.212,1.69,3.07,0.11,0.037,
ANDREY,114,0.877,97.368,0,1.754,0,0,
ANDRIA,60,3.333,80,11.667,5,0,0,
ANDRIY,34,0,100,0,0,0,0,
ANDRZEJ,177,0,100,0,0,0,0,
ANDY,555,6.306,52.793,1.622,38.559,0.721,0,
ANETA,49,0,100,0,0,0,0,
ANGEL,888,69.144,22.635,3.716,4.279,0.225,0,
ANGELA,6432,4.851,85.619,7.167,1.975,0.187,0.202,
ANGELIA,100,4,74,20,1,0,1,
ANGELICA,453,71.302,24.724,0.442,3.311,0.221,0,
ANGELIKA,46,0,91.304,0,8.696,0,0,
ANGELINA,292,34.247,50.342,3.425,10.959,0.685,0.342,
ANGELINE,101,0.99,79.208,3.96,15.842,0,0,
ANGELIQUE,139,5.036,77.698,15.108,2.158,0,0,
ANGELITA,86,39.535,16.279,4.651,38.372,0,1.163,
ANGELO,486,10.494,84.774,3.086,1.44,0.206,0,
ANGIE,379,10.29,77.573,2.639,9.499,0,0,
ANGUS,43,0,95.349,0,4.651,0,0,
ANH,184,0.543,4.348,0,95.109,0,0,
ANI,44,2.273,81.818,4.545,11.364,0,0,
ANIBAL,54,88.889,11.111,0,0,0,0,
ANIL,215,0.93,18.14,0.93,79.535,0,0.465,
ANILA,30,0,46.667,0,50,3.333,0,
ANISSA,49,2.041,79.592,16.327,2.041,0,0,
ANITA,2003,6.64,76.835,7.738,8.288,0.399,0.1,
ANJA,35,2.857,91.429,5.714,0,0,0,
ANJALI,51,0,23.529,0,76.471,0,0,
ANJANA,33,0,24.242,0,75.758,0,0,
ANJANETTE,34,5.882,67.647,26.471,0,0,0,
ANJU,33,0,15.152,0,81.818,3.03,0,
ANKUR,33,3.03,12.121,3.03,81.818,0,0,
ANN,5151,0.912,94.855,1.573,2.446,0.097,0.116,
ANNA,3347,7.439,84.762,2.211,5.378,0.09,0.12,
ANNABEL,32,21.875,59.375,9.375,9.375,0,0,
ANNABELLE,70,5.714,70,1.429,21.429,0,1.429,
ANNALISA,38,0,94.737,2.632,2.632,0,0,
ANNAMARIA,37,16.216,81.081,0,2.703,0,0,
ANNAMARIE,68,10.294,86.765,0,1.471,1.471,0,
ANNE,4239,0.731,96.037,0.896,2.147,0.142,0.047,
ANNELIESE,32,3.125,96.875,0,0,0,0,
ANNEMARIE,164,0,97.561,1.829,0.61,0,0,
ANNETTA,48,2.083,75,18.75,2.083,2.083,0,
ANNETTE,1679,6.135,82.37,9.708,1.549,0.179,0.06,
ANNIE,654,3.517,44.954,30.887,20.031,0.153,0.459,
ANNMARIE,188,1.596,94.681,3.191,0.532,0,0,
ANSELMO,45,71.111,22.222,0,6.667,0,0,
ANSON,36,0,58.333,2.778,38.889,0,0,
ANTHONY,10335,5.099,84.161,7.199,3.154,0.174,0.213,
ANTJE,19,0,100,0,0,0,0,
ANTOINE,104,2.885,53.846,40.385,2.885,0,0,
ANTOINETTE,505,5.941,76.238,15.446,1.584,0.198,0.594,
ANTON,184,1.087,89.13,5.978,3.261,0.543,0,
ANTONELLA,36,0,97.222,0,0,2.778,0,
ANTONETTE,44,6.818,81.818,9.091,2.273,0,0,
ANTONIA,273,47.253,42.491,5.495,3.663,0.733,0.366,
ANTONIETTA,34,2.941,94.118,0,2.941,0,0,
ANTONINA,37,5.405,81.081,0,13.514,0,0,
ANTONINO,43,27.907,69.767,0,2.326,0,0,
ANTONIO,1965,56.336,31.603,5.242,6.616,0,0.204,
ANTONY,96,1.042,77.083,4.167,16.667,1.042,0,
ANUP,34,0,17.647,0,82.353,0,0,
ANURADHA,60,0,10,0,90,0,0,
ANWAR,37,0,40.541,10.811,45.946,0,2.703,
APARNA,44,0,22.727,0,77.273,0,0,
APRIL,1662,2.708,88.448,6.739,1.685,0.301,0.12,
ARA,58,0,94.828,1.724,3.448,0,0,
ARACELI,191,84.817,8.901,0,5.759,0.524,0,
ARACELY,49,93.878,6.122,0,0,0,0,
ARAM,38,2.632,94.737,0,2.632,0,0,
ARASH,33,3.03,75.758,0,18.182,0,3.03,
ARCELIA,40,87.5,12.5,0,0,0,0,
ARCHANA,50,0,16,0,82,2,0,
ARCHIE,134,2.239,63.433,29.104,2.985,0,2.239,
ARDEN,52,0,84.615,13.462,1.923,0,0,
ARDIS,31,0,96.774,3.226,0,0,0,
ARI,72,2.778,91.667,0,5.556,0,0,
ARIANA,45,33.333,60,0,4.444,0,2.222,
ARIANNE,32,6.25,87.5,6.25,0,0,0,
ARIC,56,3.571,92.857,1.786,1.786,0,0,
ARIE,31,3.226,87.097,6.452,3.226,0,0,
ARIEL,186,40.86,45.699,2.151,11.29,0,0,
ARIF,36,2.778,30.556,0,66.667,0,0,
ARKADIUSZ,27,0,100,0,0,0,0,
ARKADY,23,0,100,0,0,0,0,
ARLA,16,0,100,0,0,0,0,
ARLEEN,98,2.041,85.714,6.122,6.122,0,0,
ARLEN,46,2.174,97.826,0,0,0,0,
ARLENE,878,4.67,84.852,5.581,4.67,0.228,0,
ARLETTE,30,10,66.667,16.667,6.667,0,0,
ARLIE,20,0,100,0,0,0,0,
ARLINE,43,4.651,86.047,2.326,6.977,0,0,
ARLYN,34,5.882,79.412,2.941,11.765,0,0,
ARMAND,77,3.896,85.714,1.299,9.091,0,0,
ARMANDO,803,84.06,9.838,0.249,5.729,0.125,0,
ARMEN,87,2.299,94.253,0,3.448,0,0,
ARMIDA,42,76.19,21.429,0,2.381,0,0,
ARMIN,31,0,93.548,0,6.452,0,0,
ARNALDO,37,67.568,18.919,0,13.514,0,0,
ARNE,42,0,92.857,7.143,0,0,0,
ARNEL,37,2.703,16.216,0,81.081,0,0,
ARNO,20,0,100,0,0,0,0,
ARNOLD,615,7.48,78.211,7.317,6.992,0,0,
ARNOLDO,55,94.545,5.455,0,0,0,0,
ARNULFO,98,89.796,2.041,0,8.163,0,0,
ARON,87,4.598,91.954,1.149,2.299,0,0,
ARSEN,19,0,100,0,0,0,0,
ARSENIO,37,35.135,32.432,2.703,29.73,0,0,
ART,84,16.667,67.857,4.762,10.714,0,0,
ARTEMIO,54,75.926,1.852,0,22.222,0,0,
ARTHUR,2902,6.168,83.115,7.099,3.377,0.103,0.138,
ARTI,35,5.714,31.429,2.857,60,0,0,
ARTUR,71,2.817,95.775,0,0,1.408,0,
ARTURO,715,87.133,7.972,0,4.755,0,0.14,
ARUN,131,0.763,25.954,0.763,71.756,0.763,0,
ARUNA,42,0,23.81,0,73.81,2.381,0,
ARVIN,36,13.889,61.111,0,25,0,0,
ARVIND,73,0,27.397,0,69.863,2.74,0,
ASA,36,2.778,86.111,11.111,0,0,0,
ASHA,82,0,19.512,8.537,71.951,0,0,
ASHISH,118,0,15.254,0,84.746,0,0,
ASHLEE,114,0.877,97.368,1.754,0,0,0,
ASHLEIGH,88,1.136,96.591,2.273,0,0,0,
ASHLEY,2333,1.629,93.699,3.601,0.986,0.086,0,
ASHLIE,38,7.895,92.105,0,0,0,0,
ASHOK,169,0.592,18.343,0,79.29,1.183,0.592,
ASHRAF,55,0,81.818,0,18.182,0,0,
ASHTON,34,0,82.353,14.706,0,2.941,0,
ASHWIN,38,2.632,34.211,0,60.526,0,2.632,
ASIF,39,2.564,33.333,0,64.103,0,0,
ASIM,31,0,41.935,0,54.839,3.226,0,
ASMA,33,0,36.364,3.03,57.576,3.03,0,
ASTRID,60,16.667,75,1.667,6.667,0,0,
ATHANASIOS,38,0,100,0,0,0,0,
ATHENA,102,6.863,85.294,3.922,3.922,0,0,
ATUL,65,0,15.385,0,84.615,0,0,
AUBREY,196,1.531,84.184,10.714,3.061,0.51,0,
AUDRA,190,4.737,87.895,6.842,0,0.526,0,
AUDREY,1008,1.786,84.722,10.714,2.381,0.298,0.099,
AUGUST,132,2.273,96.212,0,1.515,0,0,
AUGUSTIN,33,48.485,33.333,12.121,6.061,0,0,
AUGUSTINE,88,26.136,36.364,23.864,13.636,0,0,
AUGUSTO,70,55.714,21.429,1.429,21.429,0,0,
AUGUSTUS,37,0,72.973,21.622,5.405,0,0,
AURA,61,65.574,27.869,1.639,4.918,0,0,
AUREA,32,62.5,6.25,0,31.25,0,0,
AURELIA,69,44.928,46.377,4.348,4.348,0,0,
AURELIO,111,81.081,13.514,0,5.405,0,0,
AURORA,204,50.98,25.98,2.451,20.588,0,0,
AUSTIN,394,0.254,89.086,5.076,5.076,0,0.508,
AUTUMN,164,1.22,95.732,1.829,1.22,0,0,
AVA,110,3.636,69.091,19.091,6.364,0,1.818,
AVELINO,32,53.125,9.375,0,37.5,0,0,
AVERY,87,0,73.563,24.138,2.299,0,0,
AVI,37,5.405,91.892,0,2.703,0,0,
AVIS,48,0,66.667,33.333,0,0,0,
AVIVA,34,0,100,0,0,0,0,
AXEL,33,24.242,66.667,9.091,0,0,0,
AYANNA,15,0,0,100,0,0,0,
AZIZ,44,2.273,68.182,6.818,22.727,0,0,
AZUCENA,42,80.952,9.524,0,9.524,0,0,
BA,18,0,0,0,100,0,0,
BABAK,34,0,91.176,2.941,5.882,0,0,
BABETTE,34,0,94.118,0,5.882,0,0,
BAHMAN,31,0,83.871,3.226,9.677,0,3.226,
BAHRAM,36,0,91.667,0,8.333,0,0,
BAILEY,45,0,97.778,0,2.222,0,0,
BALAJI,47,2.128,12.766,2.128,80.851,2.128,0,
BALDEV,33,0,30.303,0,63.636,6.061,0,
BALTAZAR,53,86.792,3.774,1.887,7.547,0,0,
BALWINDER,33,0,24.242,0,75.758,0,0,
BAMBI,46,0,95.652,2.174,2.174,0,0,
BAO,111,0,1.802,0,96.396,0.901,0.901,
BARBARA,12854,1.626,93.068,4.551,0.583,0.093,0.078,
BARBRA,66,3.03,92.424,4.545,0,0,0,
BARNEY,65,4.615,76.923,9.231,9.231,0,0,
BARRETT,91,0,96.703,2.198,1.099,0,0,
BARRIE,41,0,100,0,0,0,0,
BARRON,31,0,70.968,25.806,0,3.226,0,
BARRY,2515,0.596,95.149,2.903,1.034,0.119,0.199,
BART,279,0.717,96.774,0.717,1.792,0,0,
BARTHOLOMEW,47,2.128,78.723,14.894,2.128,0,2.128,
BARTLEY,32,0,100,0,0,0,0,
BARTON,152,1.316,98.026,0,0.658,0,0,
BASIL,76,1.316,90.789,7.895,0,0,0,
BASSAM,53,0,88.679,0,9.434,1.887,0,
BAXTER,15,0,100,0,0,0,0,
BEATA,81,0,96.296,0,3.704,0,0,
BEATE,31,0,96.774,0,3.226,0,0,
BEATRICE,368,14.13,61.957,19.293,3.804,0.815,0,
BEATRIZ,267,79.026,16.479,0.749,3.745,0,0,
BEAU,150,0,98,0,1.333,0,0.667,
BECKIE,21,0,100,0,0,0,0,
BECKY,769,2.081,93.498,0.78,3.511,0,0.13,
BELEN,48,56.25,18.75,2.083,22.917,0,0,
BELINDA,542,10.148,70.295,14.207,4.613,0,0.738,
BELLA,63,3.175,74.603,1.587,19.048,0,1.587,
BEN,634,3.312,77.129,3.628,15.615,0,0.315,
BENEDETTO,24,0,100,0,0,0,0,
BENEDICT,96,4.167,64.583,6.25,23.958,0,1.042,
BENIGNO,30,80,3.333,0,16.667,0,0,
BENITA,95,18.947,49.474,23.158,8.421,0,0,
BENITO,136,80.147,8.824,0.735,10.294,0,0,
BENJAMIN,4232,6.876,85.184,2.906,4.679,0.165,0.189,
BENNETT,115,0,91.304,4.348,4.348,0,0,
BENNIE,148,4.73,61.486,32.432,0.676,0,0.676,
BENNY,211,9.005,61.611,5.687,21.327,1.422,0.948,
BENSON,47,0,40.426,6.383,53.191,0,0,
BENTON,39,2.564,89.744,0,5.128,2.564,0,
BERNABE,31,70.968,3.226,0,25.806,0,0,
BERNADETTE,672,8.482,75,8.929,6.845,0.298,0.446,
BERNADINE,100,4,75,17,4,0,0,
BERNARD,1244,1.768,84.486,10.209,3.376,0,0.161,
BERNARDINO,35,74.286,14.286,0,11.429,0,0,
BERNARDO,133,72.18,9.023,2.256,16.541,0,0,
BERNHARD,54,0,98.148,0,1.852,0,0,
BERNICE,319,5.956,65.204,26.332,2.508,0,0,
BERNIE,78,11.538,70.513,5.128,12.821,0,0,
BERT,198,1.01,89.899,1.01,8.081,0,0,
BERTA,60,56.667,38.333,3.333,1.667,0,0,
BERTHA,439,61.503,25.285,12.073,0.911,0.228,0,
BERTRAM,45,0,60,31.111,8.889,0,0,
BERTRAND,41,2.439,68.293,19.512,7.317,0,2.439,
BERYL,66,0,86.364,9.091,3.03,1.515,0,
BESSIE,122,4.098,49.18,40.984,5.738,0,0,
BETH,2511,0.518,98.566,0.358,0.438,0,0.119,
BETHANN,41,0,100,0,0,0,0,
BETHANNE,27,0,100,0,0,0,0,
BETHANY,599,0.668,96.995,1.169,0.668,0.167,0.334,
BETSY,503,3.976,91.451,1.59,2.783,0.199,0,
BETTE,162,1.235,96.914,1.235,0.617,0,0,
BETTIE,88,1.136,64.773,31.818,1.136,1.136,0,
BETTINA,90,6.667,80,8.889,3.333,1.111,0,
BETTY,2875,2.957,82.296,10.47,3.965,0.139,0.174,
BETTYE,78,0,57.692,41.026,0,1.282,0,
BEULAH,35,0,65.714,31.429,2.857,0,0,
BEVERLEY,104,0.962,87.5,9.615,0.962,0,0.962,
BEVERLY,2997,1.535,87.855,9.142,1.134,0.133,0.2,
BHARAT,79,0,21.519,0,77.215,1.266,0,
BHAVNA,37,2.703,21.622,0,75.676,0,0,
BHUPINDER,31,0,22.581,6.452,64.516,6.452,0,
BIANCA,113,34.513,58.407,6.195,0.885,0,0,
BIBI,54,5.556,33.333,3.704,53.704,1.852,1.852,
BIJAN,37,0,86.486,0,13.514,0,0,
BILL,590,2.712,83.898,2.712,10.339,0.169,0.169,
BILLIE,456,2.193,89.912,5.921,1.096,0.219,0.658,
BILLY,1274,2.983,84.301,7.849,4.003,0.392,0.471,
BIN,95,0,3.158,0,96.842,0,0,
BINA,32,3.125,25,0,62.5,9.375,0,
BING,97,2.062,6.186,0,91.753,0,0,
BINH,142,1.408,4.225,0,94.366,0,0,
BIPIN,32,0,34.375,3.125,56.25,6.25,0,
BIRGIT,42,0,97.619,0,2.381,0,0,
BIRGITTA,23,0,100,0,0,0,0,
BJORN,41,0,100,0,0,0,0,
BLAINE,203,0,97.537,1.478,0.493,0.493,0,
BLAIR,271,0.369,97.048,2.214,0.369,0,0,
BLAISE,34,0,88.235,8.824,2.941,0,0,
BLAKE,567,0.705,97.002,1.058,1.235,0,0,
BLANCA,489,91.207,7.975,0.204,0.613,0,0,
BLANCHE,91,1.099,80.22,13.187,2.198,2.198,1.099,
BLAS,32,93.75,6.25,0,0,0,0,
BLYTHE,37,2.703,94.595,0,2.703,0,0,
BO,134,0,24.627,0,73.881,0.746,0.746,
BOB,256,1.172,85.547,2.734,10.156,0.391,0,
BOBBI,179,1.676,97.207,0,0.559,0,0.559,
BOBBIE,407,1.72,80.835,15.725,0.491,0.737,0.491,
BOBBY,1129,2.923,78.122,13.729,4.252,0.354,0.62,
BOGDAN,79,0,98.734,0,1.266,0,0,
BOGUSLAW,22,0,100,0,0,0,0,
BOHDAN,28,0,100,0,0,0,0,
BONG,35,0,5.714,0,94.286,0,0,
BONIFACIO,53,69.811,3.774,0,24.528,0,1.887,
BONITA,309,1.294,86.084,11.65,0.971,0,0,
BONNI,18,0,100,0,0,0,0,
BONNIE,2864,0.803,96.683,1.047,1.327,0.07,0.07,
BONNY,63,0,95.238,1.587,3.175,0,0,
BORIS,280,4.643,91.429,2.857,1.071,0,0,
BOYD,190,0.526,96.316,1.579,1.053,0,0.526,
BOZENA,69,0,100,0,0,0,0,
BRAD,1434,0.349,97.908,0.976,0.349,0.418,0,
BRADD,16,0,100,0,0,0,0,
BRADEN,66,0,98.485,0,0,1.515,0,
BRADFORD,570,0.526,96.14,1.754,1.579,0,0,
BRADLEY,3619,0.221,98.867,0.193,0.525,0.138,0.055,
BRADLY,71,1.408,98.592,0,0,0,0,
BRADY,202,1.485,93.069,3.96,1.485,0,0,
BRANDEN,50,2,96,0,0,0,2,
BRANDI,537,2.607,90.875,5.773,0.372,0,0.372,
BRANDIE,75,0,94.667,4,1.333,0,0,
BRANDON,2681,1.678,91.981,3.767,2.126,0.298,0.149,
BRANDT,56,0,98.214,1.786,0,0,0,
BRANDY,517,3.482,90.716,3.482,0.967,0.387,0.967,
BRANKO,20,0,100,0,0,0,0,
BRANNON,25,0,100,0,0,0,0,
BRANT,96,0,97.917,2.083,0,0,0,
BREANNA,49,2.041,93.878,4.082,0,0,0,
BREANNE,52,1.923,90.385,1.923,1.923,3.846,0,
BREE,42,0,95.238,4.762,0,0,0,
BRENDA,5117,4.886,84.464,9.126,1.114,0.195,0.215,
BRENDAN,524,0.763,97.901,0.191,0.954,0.191,0,
BRENDON,64,1.563,92.188,4.688,0,0,1.563,
BRENNA,81,1.235,98.765,0,0,0,0,
BRENNAN,61,1.639,95.082,1.639,1.639,0,0,
BRENT,2108,0.806,97.249,0.996,0.712,0.19,0.047,
BRENTON,61,0,95.082,4.918,0,0,0,
BRET,417,0.24,98.321,1.199,0,0.24,0,
BRETT,1951,0.359,98.36,0.871,0.256,0.103,0.051,
BRIAN,18306,0.716,96.182,1.338,1.59,0.098,0.076,
